floor floors floored flooring 
flop flopped flopping flops 
flounce flounced flounces flouncing 
flounder flounders floundered floundering 
flour flours floured flouring 
flourish flourished flourishes flourishing 
flout flouts flouted flouting 
flow flows flowed flowing 
flower flowers flowered flowering 
flub flubbed flubbing flubs 
fluctuate fluctuated fluctuates fluctuating 
fluff fluffed fluffing fluffs 
fluidize fluidized fluidizes fluidizing fluidise fluidised fluidises fluidising 
fluke fluked flukes fluking 
flume flumed flumes fluming 
flummox flummoxs flummoxed flummoxing 
flump flumped flumping flumps 
flunk flunked flunking flunks 
fluoresce fluoresced fluoresces fluorescing 
fluoridate fluoridated fluoridates fluoridating 
fluoridize fluoridized fluoridizes fluoridizing fluoridise fluoridised fluoridises fluoridising 
fluorinate fluorinated fluorinates fluorinating 
flurry flurrying flurried flurries 
flush flushed flushes flushing 
fluster flusters flustered flustering 
flusterate flusterated flusterates flusterating 
flustrate flustrated flustrates flustrating 
flute fluted flutes fluting 
flutter flutters fluttered fluttering 
flux fluxed fluxing fluxes 
fly flew flown flies flying 
flyblow flyblows flyblowing flyblew flyblown 
flyspeck flyspecks flyspecked flyspecking 
flyte flyted flytes flyting 
foal foals foaled foaling 
foam foams foamed foaming 
fob fobbed fobbing fobs 
focalize focalized focalizes focalizing focalise focalised focalises focalising 
focus focused focusing focussed focussing focuses focusses 
fodder fodders foddered foddering 
fog fogging fogged fogs 
foil foils foiled foiling 
foin foins foined foining 
foist foisted foisting foists 
fold folded folding folds 
foliate foliated foliates foliating 
folio folioed folioing folios folioes 
follow follows followed following 
foment fomented fomenting foments 
fondle fondled fondles fondling 
fool fools fooled fooling 
foot foots footed footing 
footfault footfaulted footfaulting footfaults 
footle footled footles footling 
footnote footnoted footnotes footnoting 
footslog footslogged footslogging footslogs 
foozle foozled foozles foozling 
forage foraged forages foraging 
foray forayed foraying forays 
forbear forbears forbearing forbore forborne 
forbid forbids forbidding forbade forbad forbidden 
force forced forces forcing 
ford forded fording fords 
fordize fordized fordizes fordizing 
fordo fordid fordone fordoing fordoes foredo foredid foredone foredoing foredoes 
forearm forearmed forearming forearms 
forebode foreboded forebodes foreboding 
forecast forecasted forecasting forecasts 
foreclose foreclosed forecloses foreclosing 
foredate foredated foredates foredating 
foredoom foredooms foredoomed foredooming 
forefeel forefeeling forefelt forefeels 
forefend forefended forefending forefends forfend forfended forfending forfends 
foregather foregathers foregathered foregathering forgather forgathered forgathering forgathers 
forego foregoes foregoing forewent foregone forgo forwent forgone forgoing forgoes 
forehand forehanded forehanding forehands 
forejudge forejudged forejudges forejudging 
foreknow foreknew foreknown foreknowing foreknows 
forelock forelocked forelocking forelocks 
foreordain foreordains foreordained foreordaining 
foreordinate foreordinated foreordinates foreordinating 
forepole forepoled forepoles forepoling 
forereach forereached forereaches forereaching 
forerun forerunning foreran foreruns 
foresee foresaw foreseeing foreseen foresees 
foreshadow foreshadows foreshadowed foreshadowing 
foreshorten foreshortens foreshortened foreshortening 
foreshow foreshowed foreshowing foreshown foreshows 
forespeak forespoke forespoken forespeaking forespeaks 
forest forests forested foresting 
forestall forestalled forestalling forestalls 
foreswear foreswore foreswearing foresworn foreswears forswear forswore forswearing forsworn forswears 
foretaste foretasted foretastes foretasting 
foretell foretold foretelling foretells 
foretoken foretokens foretokened foretokening 
forewarn forewarned forewarning forewarns 
forfeit forfeits forfeited forfeiting 
forge forged forges forging 
forget forgot forgotten forgetting forgets 
forgive forgave forgiven forgives forgiving 
forjudge forjudged forjudges forjudging 
fork forked forking forks 
forklift forklifted forklifting forklifts 
form forms formed forming 
formalize formalized formalizes formalizing formalise formalised formalises formalising 
format formated formating formatted formatting formats 
formicate formicated formicates formicating 
formularize formularized formularizes formularizing formularise formularised formularises formularising 
formulate formulated formulates formulating 
formulize formulized formulizes formulizing formulise formulised formulises formulising 
formylate formylated formylates formylating 
fornicate fornicated fornicates fornicating 
forsake forsook forsaken forsaking forsakes 
fortify fortifying fortified fortifies 
fortress fortressed fortresses fortressing 
fortune fortuned fortunes fortuning 
forward forwarded forwarding forwards 
fossick fossicked fossicking fossicks 
fossilize fossilized fossilizes fossilizing fossilise fossilised fossilises fossilising 
foster fosters fostered fostering 
fother fothers fothered fothering 
foul fouls fouled fouling 
found founded founding founds 
founder founders foundered foundering 
fowent fowented fowenting fowents 
fowl fowled fowling fowls 
fox foxed foxes foxing 
foxtrot foxtrotted foxtrotting foxtrots 
fraction fractions fractioned fractioning 
fractionate fractionated fractionates fractionating 
fractionize fractionized fractionizes fractionizing fractionise fractionised fractionises fractionising 
fracture fractured fractures fracturing 
frag fragged fragging frags 
fragment fragments fragmented fragmenting 
fragmentize fragmentized fragmentizes fragmentizing fragmentise fragmentised fragmentises fragmentising 
frame framed frames framing 
franchise franchised franchises franchising 
frank franked franking franks 
frap frapped frapping fraps 
fratch fratched fratches fratching 
fraternize fraternized fraternizes fraternizing fraternise fraternised fraternises fraternising 
fray frayed fraying frays 
fraze frazed frazes frazing 
frazzle frazzled frazzles frazzling 
freak freaks freaked freaking 
freckle freckled freckles freckling 
free freed freeing frees 
freeboot freeboots freebooted freebooting 
freelance freelanced freelances freelancing 
freeload freeloads freeloaded freeloading 
freewheel freewheels freewheeled freewheeling 
freeze froze frozen freezes freezing 
freight freighted freighting freights 
frenchify frenchified frenchifies frenchifying 
frenzy frenzied frenzies frenzying 
frequent frequented frequenting frequents 
fresh freshes freshed freshing 
freshen freshens freshened freshening 
fress fressed fresses fressing 
fret fretted fretting frets 
fribble fribbled fribbles fribbling 
fricassee fricasseed fricasseeing fricassees 
friend friended friending friends 
frig frigged frigging frigs 
frighten frightens frightened frightening 
frill frilled frilling frills 
fringe fringed fringes fringing 
frisk frisked frisking frisks 
frit fritted fritting frits 
fritter fritters frittered frittering 
frivol frivoled frivoling frivolled frivolling frivols 
friz frizzed frizzing frizes 
frizz frizzed frizzes frizzing 
frizzle frizzled frizzles frizzling 
frock frocked frocking frocks 
frog frogged frogging frogs 
frogmarch frogmarched frogmarches frogmarching 
frolic frolicked frolicking frolics 
front fronted fronting fronts 
frost frosted frosting frosts 
froth frothed frothing froths 
frounce frounced frounces frouncing 
frown frowned frowning frowns 
fructify fructified fructifies fructifying 
frug frugs frugged frugging 
fruit fruits fruited fruiting 
frustrate frustrated frustrates frustrating 
fry fried frying fries 
fub fubbed fubbing fubs 
fuck fucked fucking fucks 
fuddle fuddled fuddles fuddling 
fudge fudged fudges fudging 
fuel fueled fueling fuelled fuelling fuels 
fugle fugled fugles fugling 
fulfil fulfill fulfilled fulfilling fulfills fulfils 
fulgurate fulgurated fulgurates fulgurating 
full fulled fulling fulls 
fulminate fulminated fulminates fulminating 
fulmine fulmined fulmines fulmining 
fumble fumbled fumbles fumbling 
fume fumed fumes fuming 
fumigate fumigated fumigates fumigating 
fun funned funning funs 
function functions functioned functioning 
fund funded funding funds 
funk funked funking funks 
funnel funneled funneling funnelled funnelling funnels 
fur furred furring furs 
furbelow furbelows furbelowed furbelowing 
furbish furbished furbishes furbishing 
furcate furcated furcates furcating 
furl furled furling furls 
furlough furloughed furloughing furloughs 
furnace furnaced furnacing furnaces 
furnish furnished furnishes furnishing 
furrow furrows furrowed furrowing 
further furthers furthered furthering 
fuse fused fuses fusing fuze fuzed fuzing fuzes 
fusillade fusilladed fusillades fusillading 
fuss fussed fusses fussing 
fustigate fustigated fustigates fustigating 
fuzz fuzzed fuzzes fuzzing 
gab gabbed gabbing gabs 
gabble gabbled gabbles gabbling 
gad gadded gadding gads 
gaff gaffed gaffing gaffs 
gag gagged gagging gags 
gage gaged gages gaging 
gaggle gaggled gaggles gaggling 
gain gained gaining gains 
gainsay gainsaid gainsaying gainsays 
gait gaited gaiting gaits 
galavant galavanted galavanting galavants 
gall galled galling galls 
gallant gallanted gallanting gallants 
gallicize gallicized gallicizes gallicizing gallicise gallicised gallicises gallicising 
gallivant gallivanted gallivanting gallivants 
gallop galloped galloping gallops 
galumph galumphed galumphing galumphs 
galvanize galvanized galvanizes galvanizing galvanise galvanised galvanises galvanising 
gam gammed gamming gams 
gamble gambled gambles gambling 
gambol gamboled gamboling gambolled gambolling gambols 
game gamed games gaming 
gammon gammoned gammoning gammons 
gang ganged ganging gangs 
gangbang gangbanged gangbanging gangbangs 
gangrene gangrened gangrening gangrenes 
gaol gaoled gaoling gaols 
gap gapping gapped gaps 
gape gaped gapes gaping 
gar garred garring gars 
garage garaged garages garaging 
garb garbed garbing garbs 
garble garbled garbles garbling 
garden gardened gardening gardens 
gargle gargled gargles gargling 
garland garlanded garlanding garlands 
garment garmented garmenting garments 
garner garnered garnering garners 
garnish garnished garnishes garnishing 
garnishee garnisheed garnisheeing garnishees 
garrison garrisoned garrisoning garrisons 
garrotte garrotted garrottes garrotting garrote garroted garrotes garroting 
garter gartered gartering garters 
gas gassed gassing gasses gases 
gasconade gasconaded gasconades gasconading 
gash gashed gashes gashing 
gasify gasified gasifies gasifying 
gasp gasped gasping gasps 
gastrulate gastrulated gastrulates gastrulating 
gate gated gates gating 
gather gathered gathering gathers 
gauffer gauffered gauffering gauffers 
gauge gauged gauges gauging 
gawk gawked gawking gawks 
gawp gawped gawping gawps 
gaze gazed gazes gazing 
gazette gazetted gazettes gazetting 
gear geared gearing gears 
gee geed geeing gees 
gel gelled gelling gels 
gelate gelated gelates gelating 
gelatinize gelatinized gelatinizes gelatinizing gelatinise gelatinised gelatinises gelatinising 
geld gelded gelding gelds gelt 
gem gemmed gemming gems 
geminate geminated geminates geminating 
gemmate gemmated gemmates gemmating 
generalize generalized generalizes generalizing generalise generalised generalises generalising 
generate generated generates generating 
gentle gentled gentles gentling 
genuflect genuflected genuflecting genuflects 
geologize geologized geologizes geologizing geologies geologised geologises geologising 
geometrize geometrized geometrizes geometrizing geometrise geometrised geometrises geometrising 
germanize germanized germanizes germanizing germanise germanised germanises germanising 
germinate germinated germinates germinating 
gerrymander gerrymandered gerrymandering gerrymanders 
gestate gestated gestates gestating 
gesticulate gesticulated gesticulates gesticulating 
gesture gestured gestures gesturing 
get gets got getting gotten 
ghost ghosted ghosting ghosts 
ghostwrite ghostwrites ghostwriting ghostwritten ghostwrote 
gib gibbed gibbing gibs 
gibber gibbered gibbering gibbers 
gibbet gibbeted gibbeting gibbets 
gibe gibed gibes gibing 
giddy giddied giddies giddying 
gift gifted gifting gifts 
gig gigged gigging gigs 
giggle giggled giggles giggling 
gild gilded gilding gilds gilt 
gill gilled gilling gills 
gimlet gimleted gimleting gimlets 
gin ginned ginning gins 
ginger gingered gingering gingers 
gip gipped gipping gips 
gird girded girding girds 
girdle girdled girdles girdling 
girn girned girning girns 
girt girted girting girts 
girth girthed girthing girths 
give gives gave given giving 
glace glaceed glaceing glaces 
glaciate glaciated glaciates glaciating 
glad gladded gladding glads 
gladden gladdened gladdening gladdens 
glamourize glamourized glamourizes glamourizing glamorize glamorized glamorizes glamorizing 
glance glanced glances glancing 
glare glared glares glaring 
glass glassed glasses glassing 
glaze glazed glazes glazing 
gleam gleamed gleaming gleams 
glean gleaned gleaning gleans 
glide glided glides gliding 
glimmer glimmered glimmering glimmers 
glimpse glimpsed glimpses glimpsing 
glint glinted glinting glints 
glissade glissaded glissades glissading 
glisten glistened glistening glistens 
glister glistered glistering glisters 
glitter glittered glittering glitters 
gloat gloated gloating gloats 
globe globed globes globing 
gloom gloomed glooming glooms 
glorify glorified glorifies glorifying 
glory glorying gloried glories 
gloss glossed glosses glossing 
glottalize glottalized glottalizes glottalizing 
glove gloved gloves gloving 
glow glowed glowing glows 
glower glowered glowering glowers 
gloze glozed glozes glozing 
glue glued glues gluing 
glut gluts glutted glutting 
glycerinate glycerinated glycerinates glycerinating 
gnar gnarr gnarred gnarring gnars gnarrs 
gnarl gnarled gnarling gnarls 
gnash gnashed gnashes gnashing 
gnaw gnawed gnawing gnaws 
go goes went gone going 
goad goaded goading goads 
gobble gobbled gobbles gobbling 
goffer goffered goffering goffers 
goggle goggled goggles goggling 
golf golfed golfing golfs 
gong gonged gonging gongs 
goof goofed goofing goofs 
goose goosed gooses goosing 
gore gored gores goring 
gorge gorged gorges gorging 
gorgonize gorgonized gorgonizes gorgonizing gorgonise gorgonised gorgonises gorgonising 
gormandize gormandized gormandizes gormandizing gormandise gormandised gormandises gormandising 
gossip gossiped gossiping gossips 
gothicize gothicized gothicizes gothicizing gothicise gothicised gothicises gothicising 
gouge gouged gouges gouging 
govern governed governing governs 
gown gowned gowning gowns 
grab grabbed grabbing grabs 
grabble grabbled grabbles grabbling 
grace graced graces gracing 
gradate gradated gradates gradating 
grade graded grades grading 
graduate graduated graduates graduating 
graft grafted grafting grafts 
grain grained graining grains 
grandstand grandstanded grandstanding grandstands 
grant granted granting grants 
granulate granulated granulates granulating 
graph graphed graphing graphs 
graphitize graphitized graphitizes graphitizing 
grapple grappled grapples grappling 
grasp grasped grasping grasps 
grass grassed grasses grassing 
grate grated grates grating 
gratify gratified gratifies gratifying 
gratulate gratulated gratulates gratulating 
grave graved graves graven graving 
gravel graveled graveling gravelled gravelling gravels 
gravitate gravitated gravitates gravitating 
gray grayed graying grays 
graze grazed grazes grazing 
grease greased greases greasing 
greaten greatened greatening greatens 
grecize grecized grecizes grecizing grecise grecised grecises grecising 
green greened greening greens 
greet greeted greeting greets 
grey greyed greying greys 
griddle griddled griddles griddling 
grieve grieved grieves grieving 
grift grifted grifting grifts 
grill grilled grilling grills 
grimace grimaced grimaces grimacing 
grime grimed grimes griming 
grin grinned grinning grins 
grind grinding grinds ground 
grip gripped gripping grips 
gripe griped gripes griping 
grit grits gritted gritting 
grizzle grizzled grizzles grizzling 
groan groaned groaning groans 
groin groined groining groins 
grok grokked grokking groks 
groom groomed grooming grooms 
groove grooved grooves grooving 
grope groped gropes groping 
gross grossed grosses grossing 
grouch grouched grouches grouching 
ground grounded grounding grounds 
group grouped grouping groups 
grouse groused grouses grousing 
grout grouted grouting grouts 
grovel groveled groveling grovelled grovelling grovels 
grow grows grew grown growing 
growl growled growling growls 
grub grubbed grubbing grubs 
grubstake grubstaked grubstakes grubstaking 
grudge grudged grudges grudging 
grumble grumbled grumbles grumbling 
grump grumped grumping grumps 
grunt grunted grunting grunts 
guarantee guaranteed guaranteeing guarantees 
guaranty guarantied guaranties guarantying 
guard guarded guarding guards 
gudgeon gudgeoned gudgeoning gudgeons 
guerdon guerdoned guerdoning guerdons 
guess guessed guesses guessing 
guesstimate guesstimated guesstimates guesstimating 
guest guested guesting guests 
guffaw guffawed guffawing guffaws 
guide guided guides guiding 
guillotine guillotined guillotines guillotining 
guise guised guises guising 
gulf gulfed gulfing gulfs 
gull gulled gulling gulls 
gully gullied gullies gullying 
gulp gulped gulping gulps 
gum gummed gumming gums 
gumshoe gumshoed gumshoeing gumshoes 
gun gunned gunning guns 
gurgle gurgled gurgles gurgling 
gush gushed gushes gushing 
gusset gusseted gusseting gussets 
gut guts gutted gutting 
gutter guttered guttering gutters 
gutturalize gutturalized gutturalizes gutturalizing gutturalise gutturalised gutturalises gutturalising 
guy guyed guying guys 
guzzle guzzled guzzles guzzling 
gybe gybed gybes gybing 
gyp gypped gypping gyps 
gyrate gyrated gyrates gyrating 
gyre gyred gyres gyring 
gyve gyved gyves gyving 
habilitate habilitated habilitates habilitating 
habit habited habiting habits 
habituate habituated habituates habituating 
hachure hachured hachures hachuring 
hack hacked hacking hacks 
hackle hackled hackles hackling 
hackney hackneyed hackneying hackneys 
hacksaw hacksawed hacksawing hacksaws 
hae haed haeing haen haes 
haemorrhage haemorrhaged haemorrhages haemorrhaging 
haft hafted hafting hafts 
haggle haggled haggles haggling 
hagride hagrided hagrides hagriding 
hail hailed hailing hails 
hale haled hales haling 
hallmark hallmarked hallmarking hallmarks 
halloa halloaed halloaing halloas 
halloo hallooed hallooing halloos 
hallow hallowed hallowing hallows 
hallucinate hallucinated hallucinates hallucinating 
halo haloed haloing halos haloes 
halogenate halogenated halogenates halogenating 
halt halted halting halts 
halter haltered haltering halters 
halve halved halves halving 
ham hammed hamming hams 
hammer hammered hammering hammers 
hampter hampered hampering hampers 
hamstring hamstringing hamstrings hamstrung 
hand hands handed handing 
handball handballed handballing handballs 
handcraft handcrafted handcrafting handcrafts 
handcuff handcuffed handcuffing handcuffs 
handicap handicapped handicapping handicaps 
handle handled handles handling 
handpick handpicked handpicking handpicks 
handsel handseled handseling handselled handselling handsels 
handwrite handwrites handwriting handwrote handwritten 
hang hanged hanging hangs hung 
hanker hankered hankering hankers 
hansel hanseled hanseling hansels 
hant hanted hanting hants 
hap happed happing haps 
happen happened happening happens 
harangue harangued harangues haranguing 
harass harassed harasses harassing 
harbinger harbingered harbingering harbingers 
harbour harboured harbouring harbours harbor harbored harboring harbors 
harden hardened hardening hardens 
hare hared hares haring 
hark harked harking harks 
harken harkened harkening harkens hearken hearkened hearkening hearkens 
harm harmed harming harms 
harmonize harmonized harmonizes harmonizing harmonise harmonised harmonises harmonising 
harness harnessed harnesses harnessing 
harp harped harping harps 
harpoon harpooned harpooning harpoons 
harrow harrowed harrowing harrows 
harrumph harrumphed harrumphing harrumphs 
harry harried harries harrying 
harshen harshened harshening harshens 
harvest harvested harvesting harvests 
hash hashed hashes hashing 
hasp hasped hasping hasps 
hassle hassled hassles hassling 
haste hasted hastes hasting 
hasten hastened hastening hastens 
hat hatted hatting hats 
hatch hatched hatches hatching 
hatchel hatcheled hatcheling hatchelled hatchelling hatchels 
hate hated hates hating 
haul hauled hauling hauls 
haunt haunted haunting haunts 
have has having had 
haven havened havening havens 
havoc havocked havocking havocs 
haw hawed hawing haws 
hawk hawked hawking hawks 
hay hayed haying hays 
hazard hazarded hazarding hazards 
haze hazed hazes hazing 
head headed heading heads 
headhunt headhunted headhunting headhunts 
headline headlined headlines headlining 
headquarter headquartered headquartering headquarters 
heal healed healing heals 
heap heaped heaping heaps 
hear heard hearing hears 
heart hearted hearting hearts 
hearten heartened heartening heartens 
heat heated heating heats 
heave heaved heaves heaving hove 
hebetate hebetated hebetates hebetating 
hebraize hebraized hebraizes hebraizing hebraise hebraised hebraises hebraising 
heckle heckled heckles heckling 
hector hectored hectoring hectors 
hedge hedged hedges hedging 
hedgehop hedgehopped hedgehopping hedgehops 
heed heeded heeding heeds 
heel heeled heeling heels 
heft hefted hefting hefts 
heighten heightened heightening heightens 
heist heisted heisting heists 
heliotype heliotyped heliotypes heliotyping 
hellenize hellenized hellenizes hellenizing hellenise hellenised hellenises hellenising 
helm helmed helming helms 
help helped helping helps 
helve helved helves helving 
hem hemmed hemming hems 
hemagglutinate hemagglutinated hemagglutinates hemagglutinating 
hemorrhage hemorrhaged hemorrhages hemorrhaging 
hemstitch hemstitched hemstitches hemstitching 
henna hennaed hennaing hennas 
henpeck henpecked henpecking henpecks 
hent hented henting hents 
hepatectomize hepatectomized hepatectomizes hepatectomizing 
herald heralded heralding heralds 
herd herded herding herds 
herringbone herringboned herringbones herringboning 
hesitate hesitated hesitates hesitating 
heterodyne heterodyned heterodynes heterodyning 
hew hewed hewing hewn hews 
hex hexed hexes hexing 
hibernate hibernated hibernates hibernating 
hiccup hiccupped hiccupping hiccups hiccough hiccoughed hiccoughing hiccoughs 
hide hid hidden hides hiding 
hie hied hieing hies hying 
hierarchize hierarchized hierarchizes hierarchizing hierarchise hierarchised hierarchises hierarchising 
higgle higgled higgles higgling 
highjack highjacked highjacking highjacks hijack hijacked hijacking hijacks 
highlight highlighted highlighting highlights 
hightail hightailed hightailing hightails 
hike hiked hikes hiking 
hill hilled hilling hills 
hinder hindered hindering hinders 
hinduize hinduized hinduizes hinduizing 
hinge hinged hinges hinging 
hint hinted hinting hints 
hire hired hires hiring 
hispanicize hispanicized hispanicizes hispanicizing hispanicise hispanicised hispanicises hispanicising 
hiss hissed hisses hissing 
hit hits hitting 
hitch hitched hitches hitching 
hitchhike hitchhiked hitchhikes hitchhiking 
hive hived hives hiving 
hoard hoarded hoarding hoards 
hoarsen hoarsened hoarsening hoarsens 
hoax hoaxed hoaxes hoaxing 
hob hobbed hobbing hobs 
hobble hobbled hobbles hobbling 
hobnob hobnobbed hobnobbing hobnobs 
hock hocked hocking hocks 
hocus hocused hocuses hocusing hocussed hocussing hocusses 
hoe hoed hoeing hoes 
hog hogged hogging hogs 
hogtie hogtied hogtieing hogties hogtying 
hoist hoisted hoisting hoists 
hoke hoked hokes hoking 
hold holds held holding 
hole holed holes holing 
holiday holidayed holidaying holidays 
holler hollered hollering hollers 
hollow hollowed hollowing hollows 
holp holps holped holping 
holystone holystoned holystones holystoning 
home homed homes homing 
homogenize homogenized homogenizes homogenizing 
homologate homologated homologates homologating 
homologize homologized homologizes homologizing homologise homologised homologises homologising 
hone honed hones honing 
honey honeyed honeying honeys honied 
honeycomb honeycombed honeycombing honeycombs 
honeymoon honeymooned honeymooning honeymoons 
honk honked honking honks 
honor honoured honouring honours honour honored honoring honors 
hood hooded hooding hoods 
hoodoo hoodooed hoodooing hoodoos 
hoodwink hoodwinked hoodwinking hoodwinks 
hoof hoofed hoofing hoofs 
hook hooked hooking hooks 
hoop hooped hooping hoops 
hooray hoorayed hooraying hoorays 
hoot hooted hooting hoots 
hop hopped hopping hops 
hope hoped hopes hoping 
hopple hoppled hopples hoppling 
horde horded hordes hording 
horn horned horning horns 
hornswoggle hornswoggled hornswoggles hornswoggling 
horrify horrified horrifies horrifying 
horripilate horripilated horripilates horripilating 
horse horsed horses horsing 
horseshoe horseshoed horseshoeing horseshoes 
horsewhip horsewhipped horsewhipping horsewhips 
hose hosed hoses hosing 
hospitalize hospitalized hospitalizes hospitalizing 
host hosted hosting hosts 
hotch hotched hotches hotching 
hotfoot hotfooted hotfooting hotfoots 
hound hounded hounding hounds 
house housed houses housing 
housebreak housebreaking housebreaks housebroke housebroken 
houseclean housecleaned housecleaning housecleans 
housel houseled houseling housels 
hover hovered hovering hovers 
howl howled howling howls 
huckster huckstered huckstering hucksters 
huddle huddled huddles huddling 
huff huffed huffing huffs 
hug hugged hugging hugs 
huggermugger huggermuggered huggermuggering huggermuggers 
hulk hulked hulking hulks 
hull hulled hulling hulls 
hum hummed humming hums 
humanize humanized humanizes humanizing humanise humanised humanises humanising 
humble humbled humbles humbling 
humbug humbugged humbugging humbugs 
humidify humidified humidifies humidifying 
humiliate humiliated humiliates humiliating 
humour humoured humouring humours humor humored humoring humors 
hump humped humping humps 
hunch hunched hunches hunching 
hunger hungered hungering hungers 
hunker hunkered hunkering hunkers 
hunt hunted hunting hunts 
hurdle hurdled hurdles hurdling 
hurl hurled hurling hurls 
hurrah hurrahed hurrahing hurrahs 
hurry hurried hurries hurrying 
hurt hurting hurts 
hurtle hurtled hurtles hurtling 
husband husbanded husbanding husbands 
hush hushed hushes hushing 
husk husked husking husks 
hustle hustled hustles hustling 
hut huts hutted hutting 
hutch hutched hutches hutching 
hybridize hybridized hybridizes hybridizing hybridise hybridised hybridises hybridising 
hydrate hydrated hydrates hydrating 
hydrogenate hydrogenated hydrogenates hydrogenating 
hydrolyze hydrolyzed hydrolyzes hydrolyzing hydrolyse hydrolysed hydrolyses hydrolysing 
hydroplane hydroplaned hydroplanes hydroplaning 
hymn hymned hymning hymns 
hype hyped hypes hyping 
hyperbolize hyperbolized hyperbolizes hyperbolizing 
hypertrophy hypertrophied hypertrophies hypertrophying 
hyphen hyphened hyphening hyphens 
hyphenate hyphenated hyphenates hyphenating 
hypnotize hypnotized hypnotizes hypnotizing hypnotise hypnotised hypnotises hypnotising 
hyposensitize hyposensitized hyposensitizes hyposensitizing 
hypostatize hypostatized hypostatizes hypostatizing hypostatise hypostatised hypostatises hypostatising 
hypothecate hypothecated hypothecates hypothecating 
hypothesize hypothesized hypothesizes hypothesizing hypothesise hypothesised hypothesises hypothesising 
hysterectomize hysterectomized hysterectomizes hysterectomizing 
iarovize iarovized iarovizes iarovizing 
ice iced ices icing 
idealize idealized idealizes idealizing idealise idealised idealises idealising 
ideate ideated ideates ideating 
identify identified identifies identifying 
ideologize ideologized ideologizes ideologizing ideologise ideologised ideologises ideologising 
idiotize idiotized idiotizes idiotizing idiotise idiotised idiotises idiotising 
idle idled idles idling 
idolatrize idolatrized idolatrizes idolatrizing idolatrise idolatrised idolatrises idolatrising 
idolize idolized idolizes idolizing idolise idolised idolises idolising 
ignite ignited ignites igniting 
ignore ignored ignores ignoring 
illegalize illegalized illegalizes illegalizing illegalise illegalised illegalises illegalising 
illegitimatize illegitimatized illegitimatizes illegitimatizing illegitimatise illegitimatised illegitimatises illegitimatising 
illiberalize illiberalized illiberalizes illiberalizing illiberalise illiberalised illiberalises illiberalising 
illude illuded illudes illuding 
illume illumed illumes illuming 
illuminate illuminated illuminates illuminating 
illumine illumined illumines illumining 
illustrate illustrated illustrates illustrating 
illuviate illuviated illuviates illuviating 
image imaged images imaging 
imagine imagined imagines imagining 
imbalm imbalmed imbalming imbalms 
imbark imbarked imbarking imbarks 
imbed imbedded imbedding imbeds 
imbibe imbibed imbibes imbibing 
imbitter imbitters imbittered imbittering 
imbody imbodying imbodied imbodies 
imbolden imboldens imboldened imboldening 
imbosom imbosoms imbosomed imbosoming 
imbower imbowers imbowered imbowering 
imbrangle imbrangled imbrangles imbrangling 
imbricate imbricated imbricates imbricating 
imbrown imbrowned imbrowning imbrowns 
imbrue imbrued imbrues imbruing 
imbrute imbruted imbrutes imbruting 
imbue imbued imbues imbuing 
imitate imitated imitates imitating 
immaterialize immaterialized immaterializes immaterializing immaterialise immaterialised immaterialises immaterialising 
immerge immerged immerges immerging 
immerse immersed immerses immersing 
immesh immeshed immeshes immeshing 
immigrate immigrated immigrates immigrating 
immingle immingled immingles immingling 
immix immixed immixing immixes 
immobilize immobilized immobilizes immobilizing immobilise immobilised immobilises immobilising 
immolate immolated immolates immolating 
immoralize immoralized immoralizes immoralizing immoralise immoralised immoralises immoralising 
immortalize immortalized immortalizes immortalizing immortalise immortalised immortalises immortalising 
immunize immunized immunizes immunizing immunise immunised immunises immunising 
immure immured immures immuring 
imp imps imped imping 
impact impacted impacting impacts 
impair impairs impaired impairing 
impale impaled impales impaling 
impanel impaneled impaneling impanelled impanelling impanels 
imparadise imparadised imparadises imparadising 
impark imparked imparking imparks 
imparl imparled imparling imparls 
impart imparted imparting imparts 
impassion impassions impassioned impassioning 
impaste impasted impastes impasting 
impawn impawned impawning impawns 
impeach impeached impeaches impeaching 
impearl impearled impearling impearls 
impede impeded impedes impeding 
impel impels impelled impelling 
impend impended impending impends 
imperialize imperialized imperializes imperializing imperialise imperialised imperialises imperialising 
imperil imperiled imperiling imperilled imperilling imperils 
impersonalize impersonalized impersonalizes impersonalizing impersonalise impersonalised impersonalises impersonalising 
impersonate impersonated impersonates impersonating 
impetrate impetrated impetrates impetrating 
impignorate impignorated impignorates impignorating 
impinge impinged impinges impinging 
implant implanted implanting implants 
implead impleads impleaded impleading 
implement implemented implementing implements 
implicate implicated implicates implicating 
implode imploded implodes imploding 
implore implored implores imploring 
imply implied implies implying 
impone imponed impones imponing 
import imported importing imports 
importune importuned importunes importuning 
impose imposed imposes imposing 
impost imposted imposting imposts 
impound impounded impounding impounds 
impoverish impoverished impoverishes impoverishing 
impower impowers impowered impowering 
imprecate imprecated imprecates imprecating 
impregnate impregnated impregnates impregnating 
impress impressed impresses impressing 
imprint imprinted imprinting imprints 
imprison imprisons imprisoned imprisoning 
impropriate impropriated impropriates impropriating 
improve improved improves improving 
improvise improvised improvises improvising 
impugn impugned impugning impugns 
impute imputed imputes imputing 
inactivate inactivated inactivates inactivating 
inarch inarched inarches inarching 
inarm inarmed inarming inarms 
inaugurate inaugurated inaugurates inaugurating 
inbreathe inbreathed inbreathes inbreathing 
inbreed inbred inbreeding inbreeds 
incage incaged incages incaging 
incandesce incandesced incandesces incandescing 
incapacitate incapacitated incapacitates incapacitating 
